cidade,uf,mes,ano,mes_ano,n_usuarios_internet,velocidade_media_mbps,n_dispositivos_conectados,indice_inovacao,investimento_publico_tecnologia,eventos_tecnologicos_realizados,startups_ativas,patentes_registradas
Rio de Janeiro,RJ,11,2013,2013m11,50235,70.34,10432,0.382,426243.44,1,152,4
Salvador,BA,12,2013,2013m12,50457,38.38,64707,0.279,768677.13,2,71,4
Fortaleza,CE,1,2014,2014m01,50101,28.98,41082,0.895,260638.0,2,278,4
Brasília,DF,2,2014,2014m02,49903,60.85,77150,0.039,841219.99,2,72,6
Rio de Janeiro,RJ,3,2014,2014m03,50164,67.56,48736,0.819,979407.91,6,212,4
Fortaleza,CE,4,2014,2014m04,50225,51.58,57593,0.511,488127.18,0,39,3
Porto Alegre,RS,5,2014,2014m05,49960,77.33,40860,0.794,808564.47,6,49,6
Manaus,AM,6,2014,2014m06,50229,57.63,76986,0.152,881515.69,2,136,5
Curitiba,PR,7,2014,2014m07,50313,55.97,21341,0.9,286967.03,7,64,8
Belo Horizonte,MG,8,2014,2014m08,50033,43.55,44700,0.349,424692.51,1,58,9
Recife,PE,9,2014,2014m09,49401,30.45,32497,0.978,570109.18,2,177,1
Manaus,AM,10,2014,2014m10,49624,46.0,36777,0.765,280255.04,2,11,5
Recife,PE,11,2014,2014m11,50026,73.71,93312,0.848,169477.77,5,238,8
São Paulo,SP,12,2014,2014m12,49852,52.86,39123,0.034,761521.0,4,195,2
Belo Horizonte,MG,1,2015,2015m01,49893,44.13,32043,0.008,132743.0,2,122,5
Brasília,DF,2,2015,2015m02,49983,36.43,93530,0.187,447955.78,6,135,1
Rio de Janeiro,RJ,3,2015,2015m03,50058,58.08,90080,0.7,979709.06,4,266,6
Porto Alegre,RS,4,2015,2015m04,49641,33.13,34518,0.611,402850.57,2,269,1
Recife,PE,5,2015,2015m05,50040,55.35,81416,0.793,130073.53,2,265,6
Brasília,DF,6,2015,2015m06,49887,43.08,21916,0.799,789943.56,1,152,4
Belo Horizonte,MG,7,2015,2015m07,49994,46.09,74630,0.826,104021.14,5,267,7
Brasília,DF,8,2015,2015m08,50005,59.63,64833,0.994,253813.15,2,245,3
Rio de Janeiro,RJ,9,2015,2015m09,50348,35.75,47137,0.644,103864.89,1,152,4
Brasília,DF,10,2015,2015m10,50151,50.1,31922,0.506,260557.89,2,57,4
Recife,PE,11,2015,2015m11,50050,27.09,67213,0.377,971996.59,1,55,2
Curitiba,PR,12,2015,2015m12,49852,48.3,33319,0.967,309951.71,5,284,6
Curitiba,PR,1,2016,2016m01,50052,57.45,23581,0.65,474967.17,3,75,4
Curitiba,PR,2,2016,2016m02,50056,61.87,55801,0.71,674348.48,3,116,4
Belo Horizonte,MG,3,2016,2016m03,50002,67.01,95425,0.733,589298.93,3,183,6
Rio de Janeiro,RJ,4,2016,2016m04,50189,59.88,26067,0.283,243520.99,4,242,2
Rio de Janeiro,RJ,5,2016,2016m05,50003,43.9,43861,0.722,189908.35,5,260,5
Fortaleza,CE,6,2016,2016m06,50296,22.84,20858,0.231,482459.99,2,131,8
São Paulo,SP,7,2016,2016m07,50108,64.86,15281,0.522,496012.32,2,273,7
Belo Horizonte,MG,8,2016,2016m08,49907,42.13,21896,0.136,186629.73,3,36,5
Salvador,BA,9,2016,2016m09,49823,28.3,49136,0.527,302549.25,3,284,6
Fortaleza,CE,10,2016,2016m10,49582,78.07,76348,0.897,495760.4,4,31,7
Porto Alegre,RS,11,2016,2016m11,50091,49.09,28432,0.37,957157.8,2,277,4
Curitiba,PR,12,2016,2016m12,50125,57.33,66536,0.448,180528.87,5,112,3
Porto Alegre,RS,1,2017,2017m01,50273,53.42,87200,0.616,846983.97,1,138,3
Brasília,DF,2,2017,2017m02,49907,49.78,80373,0.999,876677.44,3,187,3
Rio de Janeiro,RJ,3,2017,2017m03,50166,44.19,53411,0.922,591621.8,1,72,7
Belo Horizonte,MG,4,2017,2017m04,49878,41.24,17841,0.41,770503.32,3,152,2
Recife,PE,5,2017,2017m05,49972,83.38,41618,0.983,812107.93,5,266,6
Brasília,DF,6,2017,2017m06,49798,28.14,64601,0.746,826215.37,3,141,4
Rio de Janeiro,RJ,7,2017,2017m07,50146,43.5,30502,0.106,367461.23,2,256,5
Salvador,BA,8,2017,2017m08,50106,36.65,95279,0.985,728730.52,4,72,2
Curitiba,PR,9,2017,2017m09,49544,57.77,46673,0.702,123200.29,2,243,0
Manaus,AM,10,2017,2017m10,50010,43.79,69449,0.64,430416.25,2,105,5
Manaus,AM,11,2017,2017m11,50156,42.52,76012,0.967,950907.34,5,129,4
Rio de Janeiro,RJ,12,2017,2017m12,49796,59.63,99789,0.509,758365.67,5,195,6
Salvador,BA,1,2018,2018m01,49690,79.03,53379,0.188,274015.97,2,21,5
Fortaleza,CE,2,2018,2018m02,50163,37.54,83080,0.284,834130.61,2,255,5
Fortaleza,CE,3,2018,2018m03,50264,26.73,29924,0.583,598468.97,2,246,7
Recife,PE,4,2018,2018m04,50173,50.94,90400,0.224,740779.62,6,135,6
Fortaleza,CE,5,2018,2018m05,49760,62.56,68786,0.278,774999.15,7,120,3
Curitiba,PR,6,2018,2018m06,49855,46.77,45329,0.918,154195.32,3,218,6
Curitiba,PR,7,2018,2018m07,49939,59.49,65800,0.407,310026.82,2,154,6
Porto Alegre,RS,8,2018,2018m08,49906,41.78,28577,0.789,787680.94,6,15,1
Rio de Janeiro,RJ,9,2018,2018m09,50114,85.88,77654,0.457,147270.64,5,59,7
Porto Alegre,RS,10,2018,2018m10,50295,59.21,27837,0.611,415855.13,1,178,1
Rio de Janeiro,RJ,11,2018,2018m11,50234,42.73,26004,0.974,145360.6,5,62,3
Rio de Janeiro,RJ,12,2018,2018m12,49954,38.72,46891,0.017,276774.51,9,191,6
Rio de Janeiro,RJ,1,2019,2019m01,49971,54.06,26673,0.072,113209.41,5,189,2
Salvador,BA,2,2019,2019m02,49748,60.11,10516,0.277,124161.28,3,75,7
Manaus,AM,3,2019,2019m03,50201,30.39,65447,0.505,883047.0,0,225,11
Curitiba,PR,4,2019,2019m04,50168,50.17,74562,0.963,452234.43,2,66,2
Rio de Janeiro,RJ,5,2019,2019m05,49604,61.14,50735,0.38,265803.0,3,73,2
Manaus,AM,6,2019,2019m06,49934,55.01,43115,0.424,600958.13,5,237,7
Salvador,BA,7,2019,2019m07,49603,59.36,77516,0.65,618640.2,2,111,4
Belo Horizonte,MG,8,2019,2019m08,50185,72.36,29196,0.982,462933.82,3,186,7
Salvador,BA,9,2019,2019m09,50036,3.36,45583,0.266,459125.98,3,253,1
Fortaleza,CE,10,2019,2019m10,49784,53.28,34383,0.631,328180.35,5,233,1
Manaus,AM,11,2019,2019m11,49807,14.73,28366,0.773,446874.49,4,167,8
São Paulo,SP,12,2019,2019m12,50351,49.32,52514,0.202,794576.58,3,122,7
Porto Alegre,RS,1,2020,2020m01,49520,,72992,0.207,349855.08,1,274,6
São Paulo,SP,2,2020,2020m02,49826,48.07,16359,0.612,179417.09,1,82,5
Manaus,AM,3,2020,2020m03,49651,35.98,12320,0.779,158024.01,2,163,3
Recife,PE,4,2020,2020m04,50056,62.38,70413,0.368,428000.17,0,143,7
Curitiba,PR,5,2020,2020m05,50027,52.1,13202,0.856,822866.01,1,214,2
Fortaleza,CE,6,2020,2020m06,50137,52.84,52641,0.449,420215.87,5,228,4
Fortaleza,CE,7,2020,2020m07,49900,82.36,61469,0.482,213484.92,2,72,4
Salvador,BA,8,2020,2020m08,49865,27.39,91854,0.353,654184.12,4,49,1
Salvador,BA,9,2020,2020m09,49979,40.45,48018,0.231,611194.19,5,160,6
Belo Horizonte,MG,10,2020,2020m10,49977,55.64,42280,0.245,632259.64,0,11,6
Recife,PE,11,2020,2020m11,50161,68.29,62075,0.702,550595.33,2,123,5
Manaus,AM,12,2020,2020m12,50034,35.59,69654,0.423,962221.32,3,10,7
Manaus,AM,1,2021,2021m01,50112,43.84,73590,0.28,870397.17,1,274,5
Curitiba,PR,2,2021,2021m02,50107,48.97,48800,0.507,406664.3,2,172,4
Rio de Janeiro,RJ,3,2021,2021m03,49983,47.72,61915,0.034,570147.28,6,170,3
Fortaleza,CE,4,2021,2021m04,50315,60.46,70278,0.512,571587.8,5,184,6
São Paulo,SP,5,2021,2021m05,49935,49.25,82518,0.595,763499.9,4,48,6
Recife,PE,6,2021,2021m06,50187,59.74,39275,0.938,418032.65,3,136,7
Brasília,DF,7,2021,2021m07,50263,31.96,64433,0.69,757777.38,6,36,3
Salvador,BA,8,2021,2021m08,50161,52.17,18368,0.456,440030.54,4,276,5
Belo Horizonte,MG,9,2021,2021m09,50310,50.52,13259,0.554,915672.14,2,187,2
Porto Alegre,RS,10,2021,2021m10,50483,62.66,90162,0.982,337843.47,7,207,4
Curitiba,PR,11,2021,2021m11,50028,87.8,34559,0.157,376942.41,2,40,7
Brasília,DF,12,2021,2021m12,49969,,19660,0.661,456361.56,3,271,4
Brasília,DF,1,2022,2022m01,50379,39.45,97929,0.734,407230.42,1,56,7
Belo Horizonte,MG,2,2022,2022m02,50271,59.5,45396,0.391,961127.26,2,96,4
Manaus,AM,3,2022,2022m03,50000,49.25,80925,0.269,625872.92,2,275,5
Porto Alegre,RS,4,2022,2022m04,50178,44.92,31485,0.297,344604.72,3,145,6
Belo Horizonte,MG,5,2022,2022m05,49888,,30176,0.37,431568.54,3,232,3
São Paulo,SP,6,2022,2022m06,49842,41.27,81790,0.222,506635.6,1,153,8
Manaus,AM,7,2022,2022m07,49864,32.83,42959,0.39,709667.31,2,117,4
Salvador,BA,8,2022,2022m08,50089,30.57,33491,0.758,476465.44,5,48,2
Porto Alegre,RS,9,2022,2022m09,50122,59.83,79849,0.597,757014.03,3,272,6
Recife,PE,10,2022,2022m10,50198,44.66,91080,0.749,856087.93,6,83,6
Rio de Janeiro,RJ,11,2022,2022m11,49945,52.73,34732,0.952,317998.96,2,160,2
Porto Alegre,RS,12,2022,2022m12,50259,36.95,46766,0.246,795806.24,2,25,2
Manaus,AM,1,2023,2023m01,49970,58.69,95900,0.331,491315.0,5,244,4
Brasília,DF,2,2023,2023m02,50205,39.45,69724,0.321,348172.94,3,35,3
Curitiba,PR,3,2023,2023m03,50011,29.92,14393,0.675,649847.9,3,101,10
Brasília,DF,4,2023,2023m04,50371,73.52,97147,0.407,969171.26,1,67,4
Porto Alegre,RS,5,2023,2023m05,50002,53.12,41234,0.28,845290.98,3,232,1
Fortaleza,CE,6,2023,2023m06,49872,,36037,0.63,235723.17,2,132,4
São Paulo,SP,7,2023,2023m07,49968,,71840,0.909,325383.52,2,93,3
Salvador,BA,8,2023,2023m08,49650,44.61,61727,0.305,831448.44,3,53,6
Belo Horizonte,MG,9,2023,2023m09,49978,57.4,37685,0.706,787881.87,1,162,4
Curitiba,PR,10,2023,2023m10,49982,26.79,20815,0.413,635631.53,4,47,9
Curitiba,PR,11,2023,2023m11,50005,22.92,12114,0.89,426266.56,2,187,4
São Paulo,SP,12,2023,2023m12,49747,51.69,65587,0.578,747119.38,3,196,5
Belo Horizonte,MG,1,2024,2024m01,50060,23.86,75543,0.394,414135.42,3,231,7
Brasília,DF,2,2024,2024m02,50077,21.4,74806,0.798,819734.77,7,198,2
Fortaleza,CE,3,2024,2024m03,49828,63.54,49618,0.518,828512.6,6,12,6
Porto Alegre,RS,4,2024,2024m04,50195,52.5,55088,0.67,630292.7,3,297,6
Belo Horizonte,MG,5,2024,2024m05,49926,52.7,72639,0.698,515588.5,0,16,0
São Paulo,SP,6,2024,2024m06,49648,33.22,40991,0.935,492063.28,3,194,7
Recife,PE,7,2024,2024m07,49442,70.85,50100,0.069,273873.8,3,294,4
Fortaleza,CE,8,2024,2024m08,50107,65.09,13173,0.471,306923.56,2,274,3
Salvador,BA,9,2024,2024m09,50081,29.61,62989,0.566,532004.82,6,28,5
Fortaleza,CE,10,2024,2024m10,50316,48.37,68481,0.913,234782.11,1,228,4
Brasília,DF,11,2024,2024m11,50263,43.86,32449,0.108,938470.55,3,259,9
Salvador,BA,12,2024,2024m12,49945,49.33,99947,0.237,276445.54,3,37,6
Fortaleza,CE,1,2000,2000m01,50142,66.32,38420,0.936,992217.81,2,156,6
Fortaleza,CE,2,2000,2000m02,49861,44.29,43088,0.482,722200.64,3,98,5
Rio de Janeiro,RJ,3,2000,2000m03,49908,64.76,36923,0.662,701147.03,5,89,3
Recife,PE,4,2000,2000m04,50098,24.04,64546,0.554,167941.85,4,95,2
Porto Alegre,RS,5,2000,2000m05,49731,40.77,96905,0.899,703933.75,5,273,4
Porto Alegre,RS,6,2000,2000m06,49969,43.97,16748,0.091,504508.08,3,57,7
Curitiba,PR,7,2000,2000m07,49887,41.89,29375,0.051,893737.04,2,282,6
Recife,PE,8,2000,2000m08,49676,,45136,0.458,316840.67,6,49,3
Fortaleza,CE,9,2000,2000m09,50181,52.37,43055,0.899,443440.54,2,83,4
Rio de Janeiro,RJ,10,2000,2000m10,50237,53.46,13466,0.601,697006.53,1,86,7
Belo Horizonte,MG,11,2000,2000m11,49959,63.29,24161,0.7,992578.34,3,246,12
Salvador,BA,12,2000,2000m12,50115,61.0,36641,0.889,954798.05,3,134,4
Manaus,AM,1,2001,2001m01,50153,27.47,17821,0.145,250585.53,5,199,6
São Paulo,SP,2,2001,2001m02,49649,52.25,22121,0.625,488931.14,3,262,4
Porto Alegre,RS,3,2001,2001m03,50127,40.82,10444,0.18,444953.1,3,249,2
Brasília,DF,4,2001,2001m04,50009,,40849,0.786,460472.9,2,265,7
Belo Horizonte,MG,5,2001,2001m05,50072,,55200,0.768,693717.91,1,65,6
Manaus,AM,6,2001,2001m06,50152,62.62,71916,0.079,430851.23,4,15,4
Belo Horizonte,MG,7,2001,2001m07,50190,78.59,80000,0.944,658163.76,1,185,5
Brasília,DF,8,2001,2001m08,50099,61.3,49960,0.396,238748.44,1,79,3
Brasília,DF,9,2001,2001m09,50178,64.98,83501,0.121,855386.64,1,62,6
Porto Alegre,RS,10,2001,2001m10,50120,38.09,76430,0.237,209478.64,1,27,2
Belo Horizonte,MG,11,2001,2001m11,49685,,78743,0.906,442049.73,3,253,6
Curitiba,PR,12,2001,2001m12,50401,60.35,82353,0.489,876857.73,3,194,4
Curitiba,PR,1,2002,2002m01,49819,54.33,33050,0.675,509031.34,3,133,6
Curitiba,PR,2,2002,2002m02,49905,,45295,0.45,798412.49,1,274,6
São Paulo,SP,3,2002,2002m03,50201,36.15,56944,0.099,787051.13,2,84,5
Salvador,BA,4,2002,2002m04,49941,22.84,56127,0.65,913289.7,5,13,9
Manaus,AM,5,2002,2002m05,50199,55.58,13483,0.999,626986.45,2,250,4
Rio de Janeiro,RJ,6,2002,2002m06,50121,34.54,16198,0.518,399910.93,5,183,7
Belo Horizonte,MG,7,2002,2002m07,49954,60.07,99638,0.222,930810.6,3,56,2
Fortaleza,CE,8,2002,2002m08,50241,60.86,66893,0.273,135790.67,5,298,7
Fortaleza,CE,9,2002,2002m09,49578,53.33,76366,0.247,332536.85,4,221,10
Belo Horizonte,MG,10,2002,2002m10,49882,55.92,76232,0.945,672994.66,2,181,4
São Paulo,SP,11,2002,2002m11,49758,65.28,62277,0.952,790461.13,4,54,5
Rio de Janeiro,RJ,12,2002,2002m12,50106,67.25,51237,0.286,431347.34,2,135,5
Salvador,BA,1,2003,2003m01,50108,16.54,73920,0.007,142985.92,2,267,11
Brasília,DF,2,2003,2003m02,50298,60.58,27226,0.316,146253.03,3,208,4
Belo Horizonte,MG,3,2003,2003m03,50075,57.31,77327,0.568,753275.51,2,108,6
São Paulo,SP,4,2003,2003m04,49713,54.44,60498,0.819,493845.66,2,34,5
Rio de Janeiro,RJ,5,2003,2003m05,49695,57.1,78299,0.418,461771.3,2,132,5
Recife,PE,6,2003,2003m06,49885,45.27,17883,0.484,730922.65,7,63,2
Salvador,BA,7,2003,2003m07,49869,14.04,58159,0.127,286490.95,3,242,1
Manaus,AM,8,2003,2003m08,49915,40.92,46848,0.573,541141.27,3,171,7
Fortaleza,CE,9,2003,2003m09,50086,22.58,78521,0.615,382343.55,3,255,4
Belo Horizonte,MG,10,2003,2003m10,49893,25.22,56404,0.138,482800.83,4,108,6
Fortaleza,CE,11,2003,2003m11,49927,66.04,25468,0.317,518138.39,5,187,6
Curitiba,PR,12,2003,2003m12,50096,41.83,25241,0.285,296845.12,2,27,4
São Paulo,SP,1,2004,2004m01,49864,54.03,85047,0.884,220804.36,1,227,4
Rio de Janeiro,RJ,2,2004,2004m02,49801,50.07,43717,0.572,156550.49,2,204,8
Curitiba,PR,3,2004,2004m03,49554,70.08,51991,0.708,972890.45,3,10,0
Fortaleza,CE,4,2004,2004m04,49883,51.12,31016,0.411,889813.06,4,75,4
Brasília,DF,5,2004,2004m05,50057,41.04,42295,0.392,365610.67,2,189,6
Porto Alegre,RS,6,2004,2004m06,49462,72.21,95588,0.312,130545.33,4,135,6
Manaus,AM,7,2004,2004m07,50226,42.52,83989,0.25,501627.96,5,62,6
Belo Horizonte,MG,8,2004,2004m08,49779,56.26,46453,0.964,999521.6,2,46,8
Fortaleza,CE,9,2004,2004m09,50024,57.47,22456,0.435,543239.75,4,191,5
Rio de Janeiro,RJ,10,2004,2004m10,49547,31.37,32963,0.344,994010.17,5,203,5
Brasília,DF,11,2004,2004m11,50219,63.81,44169,0.359,690680.63,0,265,8
Fortaleza,CE,12,2004,2004m12,50139,70.31,76514,0.363,433313.98,2,142,2
Porto Alegre,RS,1,2005,2005m01,50154,32.99,84086,0.178,195646.15,2,168,8
Brasília,DF,2,2005,2005m02,50346,50.44,27740,0.204,743508.24,5,132,8
Salvador,BA,3,2005,2005m03,49670,70.1,60999,0.666,754989.48,8,137,3
São Paulo,SP,4,2005,2005m04,49832,25.62,31994,0.014,194055.3,3,179,2
Rio de Janeiro,RJ,5,2005,2005m05,49937,59.43,45950,0.73,801635.41,1,101,4
Rio de Janeiro,RJ,6,2005,2005m06,49706,31.26,83490,0.173,106553.04,5,221,9
Rio de Janeiro,RJ,7,2005,2005m07,49904,45.21,63652,0.787,166874.6,1,227,7
Rio de Janeiro,RJ,8,2005,2005m08,50259,46.83,35602,0.343,856559.28,5,63,9
Brasília,DF,9,2005,2005m09,50174,32.33,78041,0.136,589908.17,2,151,7
Recife,PE,10,2005,2005m10,50014,36.34,77948,0.761,637399.97,4,293,6
Curitiba,PR,11,2005,2005m11,49854,48.91,60904,0.457,858314.12,5,292,1
São Paulo,SP,12,2005,2005m12,50158,70.65,56692,0.175,224000.84,3,266,8
Manaus,AM,1,2006,2006m01,49866,57.21,45333,0.61,681612.77,3,144,2
Manaus,AM,2,2006,2006m02,49955,25.41,17478,0.603,714776.31,2,124,7
Manaus,AM,3,2006,2006m03,49859,56.99,55340,0.625,259429.25,3,101,6
Brasília,DF,4,2006,2006m04,49747,50.62,99163,0.278,643978.49,5,280,1
Porto Alegre,RS,5,2006,2006m05,50198,40.5,81168,0.004,894843.82,6,288,4
Rio de Janeiro,RJ,6,2006,2006m06,49789,,55639,0.754,583066.07,2,233,13
Manaus,AM,7,2006,2006m07,50156,57.46,28951,0.014,535012.58,2,109,5
Belo Horizonte,MG,8,2006,2006m08,49851,26.42,38611,0.306,963278.92,5,149,2
Fortaleza,CE,9,2006,2006m09,49923,40.3,67420,0.313,916544.44,4,142,3
Brasília,DF,10,2006,2006m10,50142,32.82,77702,0.232,479898.59,3,220,5
Fortaleza,CE,11,2006,2006m11,49808,38.01,53368,0.366,249715.76,7,29,2
Porto Alegre,RS,12,2006,2006m12,49732,54.94,17587,0.767,521680.63,5,287,5
Manaus,AM,1,2007,2007m01,49601,50.73,98251,0.775,391623.41,2,89,4
Belo Horizonte,MG,2,2007,2007m02,50201,60.07,44375,0.127,396705.77,1,16,7
Rio de Janeiro,RJ,3,2007,2007m03,49639,16.2,19715,0.801,715702.38,3,100,1
Salvador,BA,4,2007,2007m04,50643,45.95,96871,0.127,504549.01,3,237,2
Rio de Janeiro,RJ,5,2007,2007m05,50135,48.4,13920,0.797,932075.17,2,43,8
Recife,PE,6,2007,2007m06,50025,25.43,26312,0.322,527479.18,1,191,4
Belo Horizonte,MG,7,2007,2007m07,49987,39.67,69792,0.059,272301.7,3,129,4
Fortaleza,CE,8,2007,2007m08,49937,49.68,10236,0.939,440916.97,4,284,3
São Paulo,SP,9,2007,2007m09,50165,54.81,39707,0.674,404097.86,1,101,1
Fortaleza,CE,10,2007,2007m10,50054,,79579,0.44,644524.05,5,181,5
Recife,PE,11,2007,2007m11,49724,20.43,88968,0.129,293656.46,4,211,5
Recife,PE,12,2007,2007m12,50350,40.55,43921,0.057,428374.77,3,274,6
Recife,PE,1,2008,2008m01,49803,27.06,47419,0.731,695069.24,6,15,2
Brasília,DF,2,2008,2008m02,50011,49.91,69261,0.941,408516.81,4,214,5
Rio de Janeiro,RJ,3,2008,2008m03,49892,43.53,93601,0.884,923066.39,3,185,0
Recife,PE,4,2008,2008m04,49580,40.62,92615,0.484,143521.99,2,65,5
Manaus,AM,5,2008,2008m05,50029,97.51,31666,0.296,806868.31,5,59,5
Recife,PE,6,2008,2008m06,50305,34.22,11752,0.142,241015.65,2,81,7
Rio de Janeiro,RJ,7,2008,2008m07,50113,49.75,45469,0.324,742279.28,7,81,2
Curitiba,PR,8,2008,2008m08,49936,57.18,63730,0.813,913015.74,6,142,5
Rio de Janeiro,RJ,9,2008,2008m09,50000,55.37,61683,0.724,105303.93,2,148,8
Belo Horizonte,MG,10,2008,2008m10,50003,58.68,15485,0.938,343887.73,4,68,8
Manaus,AM,11,2008,2008m11,50178,55.33,61985,0.192,837940.18,2,241,5
Belo Horizonte,MG,12,2008,2008m12,50074,45.04,64632,0.166,912005.31,1,100,5
São Paulo,SP,1,2009,2009m01,50502,50.17,63121,0.59,398408.35,2,47,7
Recife,PE,2,2009,2009m02,50049,40.16,86565,0.7,517927.47,3,267,9
Brasília,DF,3,2009,2009m03,49909,38.87,21775,0.355,986531.45,4,209,6
Salvador,BA,4,2009,2009m04,50247,30.23,28749,0.628,746381.08,1,208,3
Rio de Janeiro,RJ,5,2009,2009m05,50155,61.81,70034,0.768,466402.24,1,102,8
São Paulo,SP,6,2009,2009m06,49978,66.56,38985,0.713,315195.0,3,265,7
Belo Horizonte,MG,7,2009,2009m07,49809,41.19,42367,0.212,164017.54,2,140,11
Manaus,AM,8,2009,2009m08,49958,48.84,93906,0.58,970096.72,2,140,3
Curitiba,PR,9,2009,2009m09,49971,74.0,20056,0.548,322005.13,1,284,2
Belo Horizonte,MG,10,2009,2009m10,50111,66.83,88517,0.608,591412.22,2,256,1
Rio de Janeiro,RJ,11,2009,2009m11,50171,63.37,10084,0.446,579141.43,3,281,4
Recife,PE,12,2009,2009m12,49933,54.04,67830,0.573,482020.92,3,153,5
Porto Alegre,RS,1,2010,2010m01,50240,40.58,56485,0.405,813448.5,3,201,6
São Paulo,SP,2,2010,2010m02,50148,42.27,17039,0.848,912976.49,2,80,4
Rio de Janeiro,RJ,3,2010,2010m03,49699,53.53,81963,0.259,375706.22,3,55,4
Rio de Janeiro,RJ,4,2010,2010m04,50282,56.58,32474,0.094,956147.48,1,188,5
Recife,PE,5,2010,2010m05,50517,35.47,30556,0.19,962868.07,2,26,3
Porto Alegre,RS,6,2010,2010m06,50023,68.69,44150,0.69,295540.95,3,35,2
Salvador,BA,7,2010,2010m07,50140,71.11,48416,0.304,397070.76,3,145,3
Recife,PE,8,2010,2010m08,50186,61.91,26155,0.259,803281.69,2,188,6
Belo Horizonte,MG,9,2010,2010m09,49768,72.55,82735,0.266,816201.99,4,263,9
Fortaleza,CE,10,2010,2010m10,49644,59.57,75770,0.07,943599.92,3,47,5
São Paulo,SP,11,2010,2010m11,50082,54.11,46668,0.952,846121.86,2,153,3
Curitiba,PR,12,2010,2010m12,50252,50.77,85057,0.345,447814.17,0,264,5
Porto Alegre,RS,1,2011,2011m01,49716,45.25,60003,0.645,615293.93,5,25,5
São Paulo,SP,2,2011,2011m02,49771,49.92,82400,0.727,341496.91,6,266,6
Recife,PE,3,2011,2011m03,49933,34.39,95149,0.377,525348.21,0,146,3
Porto Alegre,RS,4,2011,2011m04,49839,48.75,28984,0.874,769321.11,3,282,3
Recife,PE,5,2011,2011m05,50003,32.47,82136,0.713,372642.1,5,290,4
Brasília,DF,6,2011,2011m06,50288,37.99,56066,0.06,982740.78,3,136,8
Belo Horizonte,MG,7,2011,2011m07,49807,68.43,40548,0.82,411018.99,2,106,5
Manaus,AM,8,2011,2011m08,50195,67.73,79509,0.22,413789.69,4,120,6
Brasília,DF,9,2011,2011m09,50020,37.44,21103,0.397,971159.03,0,230,5
Salvador,BA,10,2011,2011m10,50134,63.05,63940,0.99,743606.12,6,26,3
Recife,PE,11,2011,2011m11,50005,41.17,95305,0.26,268766.07,2,295,2
Salvador,BA,12,2011,2011m12,49896,40.04,27399,0.932,779836.8,2,193,6
Manaus,AM,1,2012,2012m01,50451,70.88,11792,0.777,415051.58,4,296,9
Recife,PE,2,2012,2012m02,50213,33.58,25968,0.725,813415.59,2,126,5
Recife,PE,3,2012,2012m03,50079,23.19,48046,0.991,236539.6,5,11,4
Curitiba,PR,4,2012,2012m04,49756,40.02,12631,0.896,485026.86,5,280,5
Rio de Janeiro,RJ,5,2012,2012m05,50188,40.97,80125,0.851,568918.59,3,171,9
São Paulo,SP,6,2012,2012m06,50162,44.4,96583,0.054,951110.53,1,15,6
Curitiba,PR,7,2012,2012m07,50243,24.19,15805,0.379,315101.39,2,255,5
São Paulo,SP,8,2012,2012m08,50119,55.27,91502,0.336,971986.52,8,33,6
Curitiba,PR,9,2012,2012m09,50161,78.45,84533,0.069,392721.29,3,216,4
Belo Horizonte,MG,10,2012,2012m10,50062,54.52,58221,0.116,652101.75,3,172,4
Porto Alegre,RS,11,2012,2012m11,49750,46.68,27482,0.685,269184.27,1,174,9
Curitiba,PR,12,2012,2012m12,49608,60.02,24805,0.809,975342.73,3,77,7
Belo Horizonte,MG,1,2013,2013m01,50262,51.12,35300,0.617,513243.36,4,267,3
Manaus,AM,2,2013,2013m02,49571,50.86,91560,0.781,197472.36,3,148,6
Recife,PE,3,2013,2013m03,50160,48.77,95590,0.603,896598.64,2,298,4
Curitiba,PR,4,2013,2013m04,49847,53.26,38513,0.714,488588.5,4,74,3
Manaus,AM,5,2013,2013m05,49936,43.84,20811,0.724,714938.66,2,71,4
Salvador,BA,6,2013,2013m06,49905,25.58,79649,0.81,161226.51,1,197,8
Porto Alegre,RS,7,2013,2013m07,50071,77.73,36953,0.312,897976.69,0,123,7
Belo Horizonte,MG,8,2013,2013m08,50089,57.95,23848,0.79,298166.12,2,110,3
Manaus,AM,9,2013,2013m09,50432,39.48,15557,0.5,470430.68,5,282,5
Fortaleza,CE,10,2013,2013m10,50151,55.27,81318,0.962,153576.93,4,200,3
Rio de Janeiro,RJ,11,2013,2013m11,49807,33.05,53424,0.165,952804.68,3,295,9
Recife,PE,12,2013,2013m12,49994,55.71,38210,0.987,213744.0,5,285,5
Porto Alegre,RS,1,2014,2014m01,49731,61.14,25646,0.092,654196.84,6,253,10
Porto Alegre,RS,2,2014,2014m02,50055,65.49,29419,0.598,734802.57,2,141,6
Fortaleza,CE,3,2014,2014m03,50000,58.53,62229,0.682,371337.26,2,181,1
Belo Horizonte,MG,4,2014,2014m04,50091,,38442,0.9,720175.7,5,245,4
Fortaleza,CE,5,2014,2014m05,49951,65.36,15992,0.76,721373.34,4,135,6
Brasília,DF,6,2014,2014m06,49649,41.72,44444,0.096,642748.59,1,100,1
Rio de Janeiro,RJ,7,2014,2014m07,49957,54.47,22239,0.617,479088.04,3,167,3
Porto Alegre,RS,8,2014,2014m08,49722,39.06,67733,0.701,211606.19,1,180,1
